osm_id,name,highway,waterway,aerialway,barrier,man_made,other_tags,20mph,Order,Area,Year,LENGTH_GEO,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,PART_COUNT,PNT_COUNT,BEARING,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
14594223,Millroad Gardens,footway,,,,,,YES,NE1,Calton,2011,62.42661750240,260612.88012700001,664611.20041399996,260584.16525399999,664623.42393499997,260557.12832500000,664637.48513399996,260584.21575500001,664623.47924400005,260584.54438700000,664623.26254300005,1.00000000000,3.00000000000,295.24198223000,260557.12832500000,664611.20041399996,260612.88012700001,664637.48513399996
18134517,Innellan Gardens,residential,,,,,,YES,NW1,Year,,72.99621280600,255767.55605000001,669182.80240499997,255780.63982800001,669150.36251600005,255789.63623599999,669115.08464699995,255780.49793300001,669150.07356299995,255780.81128699999,669149.30148699996,1.00000000000,6.00000000000,161.94082156600,255767.55605000001,669115.08464699995,255789.63623599999,669182.80240499997
18134520,Skaethorn Road,residential,,,,,,YES,NW1,Year,,219.81058607500,255797.65323000000,669098.75692800002,255897.16217400000,669064.55149200000,256002.48538000000,669033.20316599996,255897.13930600000,669063.07164900005,255899.44190400001,669063.87275200000,1.00000000000,7.00000000000,107.74656797600,255797.65323000000,669033.20316599996,256002.48538000000,669098.75692800002
18135092,Blairbuie Drive,residential,,,,,,YES,NW1,Year,,149.57195998600,256052.88431299999,669120.61442999996,255983.99982999999,669101.71229699999,255936.99506099999,669052.69211399998,255988.16320400001,669094.45775299997,255996.31915000000,669101.09289299999,1.00000000000,7.00000000000,239.62557067000,255936.99506099999,669052.69211399998,256052.88431299999,669120.61442999996
18135095,Skaethorn Road,tertiary,,,,,"""junction""=>""roundabout""",YES,NW1,Year,,57.70529720060,255783.23173599999,669103.75970599998,255800.91579699999,669108.54204900004,255783.23173599999,669103.75970599998,255792.16021100001,669106.19167199999,255800.12529299999,669110.13042299997,1.00000000000,17.00000000000,90.00000000000,255783.07816400001,669096.95480399998,255801.31580099999,669115.41450199997
19352943,Ballantay Road,residential,,,,,,YES,S1,Hoddam,2011,495.24982058300,261321.74031600001,659441.34995099995,261081.60944800000,659385.40676000004,260933.63409800001,659331.17980200006,261088.64838999999,659378.30557800003,261103.23624800000,659393.55180200003,1.00000000000,15.00000000000,254.15255991000,260902.17060899999,659299.45096199994,261321.74031600001,659441.34995099995
19352944,Hoddam Avenue,residential,,,,,,YES,S1,Hoddam,2011,657.60016594200,261304.23334100001,659257.63063000003,260985.59254300001,659243.55767600005,260937.34022700001,659052.88751999999,261023.22807600000,659220.35127500002,261056.47902100001,659259.23005899996,1.00000000000,13.00000000000,240.83648779000,260848.26776600000,659052.88751999999,261304.23334100001,659287.44069099997
19352946,Hoddam Terrace,residential,,,,,,YES,S1,Hoddam,2011,90.46589232410,260999.18476599999,659246.51144699997,260989.91247600000,659290.77636100003,260980.64018500000,659335.04127499997,260989.91247600000,659290.77636100003,260989.91247600000,659290.77636100003,1.00000000000,2.00000000000,348.16916003300,260980.64018500000,659246.51144699997,260999.18476599999,659335.04127499997
19352947,Ballantay Quadrant,residential,,,,,"""oneway""=>""yes""",YES,S1,Hoddam,2011,138.01516065000,261176.35695600000,659414.32672500005,261155.24114900001,659364.13262699998,261113.96299999999,659397.59169100004,261152.39615099999,659377.58716600004,261157.00854000001,659364.80414899997,1.00000000000,8.00000000000,254.98575767600,261113.96299999999,659358.53242399998,261183.62087899999,659414.32672500005
19352952,Ballantay Terrace,residential,,,,,,YES,S1,Hoddam,2011,85.80317632720,261244.54470200001,659432.80397999997,261250.98426100001,659390.39548900002,261257.42382000000,659347.98699899996,261250.98426100001,659390.39548900002,261250.98426100001,659390.39548900002,1.00000000000,2.00000000000,171.36582251000,261244.54470200001,659347.98699899996,261257.42382000000,659432.80397999997
